"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
279,"NCT04380844","Effects of an Activity Control System in Patients With Diabetes: a Randomized Controlled Trial",,"Not yet recruiting","No Results Available","Diabetes Mellitus, Type 2","Other: Beprevent","Diabetes Knowledge Questionnaire","Universidad Católica San Antonio de Murcia","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","orcid.org/0000-0002-869","September 1, 2020","March 1, 2021","September 1, 2021","May 8, 2020",,"May 11, 2020",,,"https://ClinicalTrials.gov/show/NCT04380844"
280,"NCT04355507","Computed Tomography for COVID-19 Diagnosis","STOIC","Not yet recruiting","No Results Available","COVID-19","Diagnostic Test: Chest computed tomography (CT)|Diagnostic Test: Reverse-transcription polymerase chain reaction (RT-PCR)","Predictive values of CT criteria|Accuracy of CT composite severity score|Accuracy of deep-learning based score|Predictive values of deep-learning based diagnostic algorithms|Dice similarity coefficient between manual and automated segmentation of lung disease abnormalities","Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France|GE Healthcare|Orange healthcare|TheraPanacea","All","18 Years and older   (Adult, Older Adult)",,"10000","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","APHP200434","April 2020","May 2020","July 2020","April 21, 2020",,"April 22, 2020","Cochin Hospital, Paris, France",,"https://ClinicalTrials.gov/show/NCT04355507"
281,"NCT03883035","Quality Control of Esophagogastroduodenoscopy Using Real-time EGD Auxiliary System",,"Completed","No Results Available","Esophagogastroduodenoscopy","Other: automatic quality-control system","detection rate of gastric neoplasms|mean number of gastric neoplasms detected|mean inspection completeness|mean inspection time|errors of EAS","Yanqing Li|Shandong University","All","40 Years to 80 Years   (Adult, Older Adult)","Not Applicable","1060","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Other","2019SDU-QILU-02","March 20, 2019","October 31, 2019","October 31, 2019","March 20, 2019",,"January 30, 2020","Department of Gastroenterology, Qilu Hospital, Shandong University, Jinan, Shandong, China",,"https://ClinicalTrials.gov/show/NCT03883035"
282,"NCT04252170","Arm Motor Rehabilitation, Entertainment and Cognition System for the Elderly",,"Completed","No Results Available","Stroke","Device: Rehabilitation Therapy, Experimental on the BrightArm Compact device","Artificial Intelligence-determined game difficulty level|Game Score (baseline and performance)|Participants' feedback using 5-point Likert scale|Therapist subjective evaluation using 5-point Likert scale|Arm Range of Motion|Finger Range of Motion|Grasp Strength with Jamar Dynamo-meter|Pinch strength with pinch meter|Shoulder strength|Fugl-Meyer Assessment (Upper Extremity sub-scale) score|Upper extremity functional index (UEFI) score|CAHAI 9 Score|Jebsen Test of Hand Function|Beck Depression Inventory II (BDI II) score|Verbal attention|Verbal fluency|Verbal memory|Brief Visuospatial Memory Test-Revised|Executive Function Module|Cognitive executive function|Visual attention","Bright Cloud International Corp|National Institute on Aging (NIA)|Genesis HealthCare System","All","50 Years to 85 Years   (Adult, Older Adult)","Not Applicable","2","Industry|NIH|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","BCI-10-001|5R44AG044639-05","September 15, 2018","December 31, 2018","January 31, 2019","February 5, 2020",,"February 5, 2020","PowerBack Rehabilitation, Piscataway, New Jersey, United States","""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/70/NCT04252170/ICF_000.pdf|""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/70/NCT04252170/Prot_001.pdf","https://ClinicalTrials.gov/show/NCT04252170"
283,"NCT04461210","Vulvodynia Pain Thresholds",,"Not yet recruiting","No Results Available","Vulvodynia","Diagnostic Test: Thermographic Imaging and Mechanical Pain Assessment","Annotated Pain Mapping|Change in pain map after clinical intervention|Database Development","State University of New York at Buffalo","Female","18 Years to 50 Years   (Adult)","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","00004558","August 2020","July 2022","July 2022","July 8, 2020",,"July 8, 2020",,,"https://ClinicalTrials.gov/show/NCT04461210"
284,"NCT03857438","Correlation of Audiovisual Features With Clinical Variables and Neurocognitive Functions in Bipolar Disorder, Mania",,"Completed","No Results Available","Bipolar Disorder, Manic|Artificial Intelligence|Neurocognition|Treatment Resistant Disorders|Affective Computing|Multi- Modal Analysis","Drug: Ongoing treatment for bipolar mania|Diagnostic Test: Audiovisual recording during guided presentation","Treatment response|Changes in visual features|Changes in audio features|in Stop Signal Test|Changes in Rapid Visual Processing|in Cambridge Gambling Task|Changes in Emotion Recognition Test","Istanbul Saglik Bilimleri University|Namik Kemal University|Bosphorus University","All","18 Years to 65 Years   (Adult, Older Adult)",,"89","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","BipolarAI","September 30, 2016","February 20, 2017","July 8, 2017","February 28, 2019",,"February 28, 2019","SBU Erenkoy Mental State Hospital, Istanbul, Turkey","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/38/NCT03857438/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/38/NCT03857438/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03857438"
285,"NCT04161170","Digital Integrated Healthcare Platform in Patients With Type 2 Diabetes",,"Recruiting","No Results Available","Type 2 Diabetes","Device: Digital integrated healthcare platform","Change of HbA1c (glycated hemoglobin) at 6months from baseline|HbA1c|number of intervention for education in interventinal group C|hypoglycemic events|adverse events|patient satisfaction questionnaire score|body weight|BMI (body mass index)|body fat (%)|step count|burned calories|walking distances|intake calories|fasting glucose level|total cholesterol level|HDL cholesterol level|Triglycerides level|LDL cholesterol level|mean glucose level by CGMS (continuous glucose monitoring system) in interventional group C|glycemic variability by CGMS in interventional group C|standard deviation by CGMS in interventional group C|average applying time of CGMS in interventional group C|time in range of <54mg/dL by CGMS in interventional group C|time in range of <70mg/dL by CGMS in interventional group C|time in range of 70-180 mg/dL by CGMS in interventional group C|time in range of >180 mg/dL by CGMS in interventional group C|time in range of >250 mg/dL by CGMS in interventional group C","Samsung Medical Center","All","19 Years to 70 Years   (Adult, Older Adult)","Not Applicable","294","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-05-028-007","November 20, 2019","August 31, 2021","December 31, 2021","November 13, 2019",,"January 18, 2020","Samsung Medical Center, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT04161170"
286,"NCT04349787","Improving Optical Diagnosis of Colorectal Polyps Using CADx and BASIC.",,"Completed","No Results Available","Colorectal Cancer|Colorectal Polyp","Other: Computer-aided diagnosis (CADx)|Other: BLI Adenoma Serrated International Classification (BASIC)","Diagnostic accuracy of CADx versus endoscopists|Diagnostic accuracy of BASIC versus intuition|Diagnostic metrics of CADx|AUC of CADx|Diagnostic metrics of endoscopists|Diagnostic metrics of endoscopists for high confidence diagnosis|Interobserver agreement|Computation time of CADx","Maastricht University Medical Center|Catharina Ziekenhuis Eindhoven|Eindhoven University of Technology","All","18 Years and older   (Adult, Older Adult)",,"60","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","METC 2019-1231","November 26, 2019","March 8, 2020","March 8, 2020","April 16, 2020",,"April 16, 2020","Maastricht University Medical Center, Maastricht, Limburg, Netherlands",,"https://ClinicalTrials.gov/show/NCT04349787"
287,"NCT04408703","PRognOstiC valuE of rEd Density in Ulcerative Colitis","PROCEED-UC","Not yet recruiting","No Results Available","Ulcerative Colitis","Diagnostic Test: Red Density","sustained clinical remission|endoscopic remission Mayo|endoscopic remission UCEIS","Universitaire Ziekenhuizen Leuven|Sapporo Medical University|Imelda GI Clinical Research Center","All","16 Years and older   (Child, Adult, Older Adult)",,"243","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","s63012","June 2020","June 2021","June 2022","May 29, 2020",,"May 29, 2020","Imelda GI clinical research center, Bonheiden, Belgium|UZ Leuven, Leuven, Belgium",,"https://ClinicalTrials.gov/show/NCT04408703"
288,"NCT00564122","The Accuracy of an Artificially-intelligent Stethoscope",,"Completed","No Results Available","Heart Murmurs|Congenital Heart Disease|Structural Heart Disease","Device: Artificially-Intelligent Stethoscope|Other: Physical Examination","Sensitivity of the Artificially-Intelligent Stethoscope as compared with that of Pediatric Cardiologists in determining which patients needed echocardiograms because they have congenital structural heart disease|Specificity of the Artificially-Intelligent Stethoscope as compared with that of Pediatric Cardiologists in determining which patients needed echocardiograms because they have congenital structural heart disease.","Akron Children's Hospital|Thomas C. Dispenza, M.D.|John R. Bockoven, M.D. M.B.A.","All","Child, Adult, Older Adult",,"300","Other","Observational","Observational Model: Case-Crossover|Time Perspective: Prospective","070904","December 2007",,"June 2008","November 27, 2007",,"November 1, 2011","Akron Children's Hospital's Heart Center, Akron, Ohio, United States|Akron Children's Hospital's Heart Center, Beachwood, Ohio, United States|Akron Children's Hospital's Heart Center, Boardman, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT00564122"
289,"NCT03354416","Profiling of Radiological Factors in Treatment and Outcomes in Prostate Cancer",,"Recruiting","No Results Available","Prostatic Cancer|Prostatic Neoplams|Prostatic Hyperplasia|Prostate Cancer|Cancer Of Prostate",,"Associations between imaging features and clinicopathological factors","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","Male","18 Years and older   (Adult, Older Adult)",,"10000","NIH","Observational","Observational Model: Cohort|Time Perspective: Other","180017|18-C-0017","February 26, 2018","December 31, 2027","December 31, 2030","November 28, 2017",,"April 20, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT03354416"
290,"NCT04449380","Clinical Study for the Treatment With Interferon-ß-1a (IFNß-1a) of COVID-19 Patients","INTERCOP","Not yet recruiting","No Results Available","COVID-19 Virus Infection","Drug: Interferon-ß-1a|Combination Product: Standard of Care (SOC)","Time to negative conversion of SARS-CoV-2 nasopharyngeal swab|Improvement in clinical severity score (a)|Improvement in clinical severity score (b)|Incidence of new oxygen use, non-invasive ventilation, or high flow oxygen devices during the trial|Oxygenation free days in the first 28 days|Ventilator free days in the first 28 days|Incidence of new mechanical ventilation use during the trial|Number of patients transferred to Intensive Care Unit (ICU)|Mortality rate|Changes from baseline in pulmonary computed tomography (CT) imaging severity score|Duration of hospital stay expressed in days|Viral load measured on plasma with RT-PCR","IRCCS San Raffaele","All","18 Years and older   (Adult, Older Adult)","Phase 2","126","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","INTERCOP","July 2020","February 2021","April 2021","June 26, 2020",,"June 30, 2020","IRCCS Ospedale San Raffaele, Milano, Italy",,"https://ClinicalTrials.gov/show/NCT04449380"
291,"NCT03775811","In Vivo Computer-aided Prediction of Polyp Histology on White Light Colonoscopy",,"Recruiting","No Results Available","Colonoscopy|Histology|Computer|Artificial Intelligence|Colorectal Polyp|Adenoma Colon Polyp|Hyperplastic Polyp","Other: Computer-assisted histological prediction of colon polyps","Accuracy of the computer-aided system for predicting polyps histology in real clinical practice","Hospital Clinic of Barcelona|Instituto de Salud Carlos III","All","18 Years and older   (Adult, Older Adult)",,"165","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","HISINVIA|PI17/00894","April 10, 2019","June 23, 2020","June 23, 2020","December 14, 2018",,"March 3, 2020","Hospital Clínic de Barcelona, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT03775811"
