"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
688,"NCT03143764","Cardiorespiratory Fitness Using Electrically Assisted Bicycles",,"Completed","No Results Available","Diabetes Mellitus, Type 2","Behavioral: Commuting with electrically assisted bicycles","examine cycling time|examine cycling distance|examine changes in cardiorespiratory fitness","University of Bergen|The GC Rieber Funds|Bergen Council|Helse Stavanger HF|Kristiansand Zoo and Amusement park|National Oilwell Varco Norway AS|General Practitioner-scholarship from the Norwegian Medical Association.|Department of Global Public Health and Primary Care, University of Bergen|Department of Education and Sports Science, University of Stavanger|Department of Sports and Physical Activity, Bergen University College","All","18 Years to 67 Years   (Adult, Older Adult)","Not Applicable","25","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","UBergenElsykkel","September 1, 2014","June 15, 2015","December 1, 2016","May 8, 2017",,"May 8, 2017","Department of Global Public Health and Primary Care, University of Bergen, Bergen, Norway|Department of Public Health, Sport and Nutrition, University of Agder, Kristiansand, Norway|Department of Education and Sports Science, University of Stavanger, Stavanger, Norway",,"https://ClinicalTrials.gov/show/NCT03143764"
689,"NCT03141281","Intervention Comparative Effectiveness for Adult Cognitive Training","ICE-ACT","Completed","No Results Available","Cognitive Aging","Behavioral: BrainHQ|Behavioral: Rise of Nations|Behavioral: IADL Training|Behavioral: Active Control","Fraud Detection post training|Driving Simulator Hazard Perception post training|Self-reported IADL post training|Speed of Processing post training|Knowledge about Driving post training|Knowledge about Finances and Fraud post training|Fraud Detection at one year|Driving Simulator Hazard Perception at one year|Self-reported IADL task at one year|Speed of Processing at one year|Knowledge about driving at one year|Knowledge about Finances and Fraud at one year|Change in Technology Proficiency post training|Change in Technology Proficiency at one year|Change in Numeracy post training|Change in Numeracy at one year|Change in Reasoning Ability post training|Change in Reasoning Ability at one year|Change in Memory Ability post training|Change in Memory Ability at one year|Change in Miami IADL task post training|Change in Miami IADL task at one year","Florida State University","All","65 Years and older   (Older Adult)","Not Applicable","238","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Basic Science","2017.20622","September 20, 2017","September 3, 2019","September 3, 2019","May 5, 2017",,"September 9, 2019","Florida State University, Tallahassee, Florida, United States","""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/81/NCT03141281/ICF_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/81/NCT03141281/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03141281"
690,"NCT02783794","BP-C1 in Short-term Treatment of Patients With Metastatic Breast Cancer",,"Completed","No Results Available","Metastatic Breast Cancer|Stage IV Breast Cancer","Drug: BP-C1|Drug: Placebo","Change (%) in the sum of diameters of target lesions|Number of target lesions|Number of non-target lesions|Treatment response|Karnofsky Performance Status (KPS) score|Changes in the scores of the general questionnaire EORTC QLQ-C30 (""Physical activity problem last week"", ""Discomfort last week"", ""Health and quality of life"")|Changes in three separate scores of the specific questionnaire EORTC QLQ-BR23 (""Breast cancer treatment problem last week"", ""Sexual interest and activity last four weeks"", ""Breast cancer related pain and discomfort last week"")|Change in Maximum Common Toxicity Criteria (CTC) score|Sum CTC score|Number of registered adverse events","Meabco A/S|Meddoc|Norwegian University of Life Sciences","Female","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","36","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","BMC2011-1","December 24, 2012","February 28, 2014","February 28, 2014","May 26, 2016",,"October 10, 2019","Russian Oncological Research Centre n.a. N.N. Blokhin, Russian Academy of Medical Science (RAMS), Moscow, Russian Federation|State Budgetary Institution of Nizhniy Novgorod Region ""Oncology Dispensary of Nizhniy Novgorod"" (Branch nr.1), Nizhniy Novgorod, Russian Federation|St. Petersburg State Budgetary Health Organization, City Clinical Oncology Dispensary, St Petersburg, Russian Federation|Leningrad Regional Oncological Centre, St. Petersburg, Russian Federation|Siriraj Hospital, Mahidol University, Bangkok, Thailand|Udon Thani Cancer Hospital, Udon Thani, Thailand",,"https://ClinicalTrials.gov/show/NCT02783794"
691,"NCT02668926","Endocrine and Emotional Effects of Lisdexamfetamine and d-Amphetamine.","LisDex","Completed","No Results Available","Healthy","Drug: Lisdexamfetamine, d-amphetamine, Placebo|Drug: d-amphetamine, Placebo, Lisdexamfetamine|Drug: Placebo, Lisdexamfetamine, d-amphetamine","Effects of lisdexamphetamine and d-Amphetamine on circulating steroidal hormones|Subjective effects of lisdexamphetamine and d-amphetamine|Effects of lisdexamphetamine and d-Amphetamine on emotion recognition and empathy","University Hospital, Basel, Switzerland","All","18 Years to 45 Years   (Adult)","Phase 1","24","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","EKNZ 2015-00015","May 2016","June 2016","December 2016","January 29, 2016",,"December 11, 2018","University Hospital Basel, Basel, Basel Stadt, Switzerland",,"https://ClinicalTrials.gov/show/NCT02668926"
692,"NCT04276779","Effects of Alcohol and Mood on Attention",,"Not yet recruiting","No Results Available","Suicidal Ideas","Drug: Alcohol administration|Other: Placebo administration|Behavioral: Positive mood induction|Behavioral: Negative mood induction","Modified Suicide Stroop Task|Brief Hopelessness Measure (Brief-H-Neg)","University of Alabama at Birmingham","All","21 Years to 65 Years   (Adult, Older Adult)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science","GRANT13018273","November 2020","November 2024","November 2024","February 19, 2020",,"February 19, 2020",,,"https://ClinicalTrials.gov/show/NCT04276779"
693,"NCT00643266","Recollection Training in Healthy Older Adults and Older Adults With Amnestic Mild Cognitive Impairment",,"Completed","No Results Available","Amnestic Mild Cognitive Impairment|Aging","Behavioral: Recollection Training|Behavioral: Control","Recollection estimates|Brain activation as assessed by functional magnetic resonance imaging|Transfer to other recollection-dependent task and to subjective memory measures","Baycrest","All","65 Years to 90 Years   (Older Adult)","Not Applicable","91","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Basic Science","RecollectionTraining|CIHR MOP 67015|ASC 08 95","February 2008","August 2013","August 2013","March 26, 2008",,"November 16, 2018","Baycrest, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT00643266"
694,"NCT03662425","the Effects of Oxytocin on Negative Symptoms and Cognitive Tasks in Schizophrenia and it's Possible Mechanisms.",,"Recruiting","No Results Available","Schizophrenia","Drug: Oxytocin|Drug: Saline","The Positive and Negative Syndrome Scale (PANSS)|The Clinical Assessment Interview for Negative Symptoms (CAINS)|Reinforcement Learning Task|The Temporal Experience of Pleasure Scale (TEPS)|Interpersonal Reactivity Index (IRI)|Toronto Alexithymia Scale (TAS)","Shanghai Mental Health Center|Chinese Academy of Sciences","Male","18 Years to 55 Years   (Adult)","Not Applicable","104","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","KLMH2018K02","July 21, 2018","December 2020","December 2020","September 7, 2018",,"December 9, 2019","Shanghai Mental Health Center, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03662425"
695,"NCT02249299","Experimental Medicine in ADHD - Cannabinoids","EMA-C","Unknown status","No Results Available","Attention Deficit Hyperactivity Disorder (ADHD)","Drug: Sativex Oromucosal Spray|Drug: Placebo","Change in performance on the QB Test using the average of 3 weighted indexes: 'activity' 'inattention' and 'impulsivity'|ADHD symptoms of inattention, hyperactivity-impulsivity and emotional lability|Self-report behavioural questionnaire|Self-report behavioural questionnaires|Change in cognitive performance","King's College London|South London and Maudsley NHS Foundation Trust","All","18 Years to 55 Years   (Adult)","Not Applicable","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","EMA-C","August 2014","August 2015","December 2015","September 25, 2014",,"September 25, 2014","Social, Genetic and Developmental Psychiatry Centre, Institute of Psychiatry, King's College London, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02249299"
696,"NCT04254302","Using Telerehabilitation to Support Families of Children With Motor Difficulties Aged 3-8 Years Old","WeCare","Recruiting","No Results Available","Motor Disorders","Other: WECARE web platform","Canadian Occupational Performance Measure (COPM)|Pediatric Evaluation of Disability Inventory - computer adaptive test (PEDI-CAT)|Parental Knowledge and Skills Questionnaire (PKSQ)|Parental Stress Scale (PSS)|Six Dimension Short-Form Health Survey (SF-6D)|Health-Related Quality of Life Utility Measure for Pre-School Children (HuPS)","Université de Sherbrooke|Canadian Institutes of Health Research (CIHR)","All","3 Years to 8 Years   (Child)","Not Applicable","118","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","2020-3429","February 20, 2020","June 1, 2021","June 1, 2021","February 5, 2020",,"February 21, 2020","Centre de recherche du CHUS, Sherbrooke, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04254302"
697,"NCT01294813","Bronchoscopy and Electric Impedance Tomography (EIT) Pilot Study","Broncho-EIT","Unknown status","No Results Available","Electric Impedance Tomography|Bronchoscopy|Change in Lung Impedance Due to Ventilation|Recruitment|Improvement the Treatment of the Patient","Device: Electrical Impedance Tomography (EIT)","Comparison of the change in lung impedance due to ventilation before and after bronchoscopy by EIT measurements","RWTH Aachen University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","Bronchoscopy- EIT","January 2011","April 2011","April 2011","February 14, 2011",,"February 16, 2011","Faculty Medical Clinic 1, University Hospital Aachen, Aachen, Nordrhein-Westfalen, Germany",,"https://ClinicalTrials.gov/show/NCT01294813"
698,"NCT01484834","Comparison of Interventions to Promote Health in Workers",,"Completed","Has Results","Health Behavior","Behavioral: Exercise and Education|Behavioral: Exercise|Behavioral: Educational Intervention|Other: Control Company","Quality of Life|Physical Activity Level|Occupational Environment|Changes in Disease Prevalence|Pain Perception","Universidade Metodista de Piracicaba","All","18 Years to 50 Years   (Adult)","Not Applicable","190","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Other","UMetodistaPiracicaba-2011","August 2011","November 2011","November 2011","December 2, 2011","August 15, 2017","August 15, 2017","Universidade Metodista de Piracicaba, Piracicaba, São Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT01484834"
699,"NCT04280523","TranspulmonarY Estrogen Gradient and Estrogen Receptors (TYEGER) in PAH","TYEGER","Not yet recruiting","No Results Available","Pulmonary Arterial Hypertension","Drug: ESR-specific PET scan","To correlate lung ESR density with pulmonary vascular resistance (PVR)|Survival at one year","Vanderbilt University Medical Center","All","13 Years and older   (Child, Adult, Older Adult)","Phase 2","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","191946","August 20, 2020","October 2024","October 2024","February 21, 2020",,"April 24, 2020","Vanderbilt University Medical Center, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT04280523"
