"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
515,"NCT00413842","Effects of tDCS Over the Cerebellum on Motor Function",,"Completed","No Results Available","Healthy",,,"National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","18 Years to 40 Years   (Adult)",,"40","NIH","Observational",,"070049|07-N-0049","December 14, 2006",,"August 20, 2008","December 20, 2006",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00413842"
516,"NCT03314129","Remediation of Visual Perceptual Impairments in Schizophrenia","VRiS","Recruiting","No Results Available","Schizophrenia|Schizoaffective Disorder","Behavioral: UltimEyes|Behavioral: Contour Integration Training|Behavioral: UltimEyes + Contour Integration Training|Behavioral: MyBrainSolutions","Contrast sensitivity - behavioral|Contrast sensitivity - electrophysiological|Contour integration|Reading speed|Emotion recognition|Cognition|Community functioning","Rutgers, The State University of New Jersey|New York University","All","18 Years to 60 Years   (Adult)","Not Applicable","180","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","20170000922|U.S. NIH Grant # 1R61MH115119","December 15, 2018","July 31, 2022","January 31, 2023","October 19, 2017",,"March 28, 2019","Rutgers University Behavioral Health Care, Piscataway, New Jersey, United States|Nathan Kline Institute, Orangeburg, New York, United States|New York Presbyterian Hospital, White Plains, New York, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/29/NCT03314129/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03314129"
517,"NCT01374815","The Online Advocate: Health Related Social Problems And Diet Quality Pilot Study",,"Completed","No Results Available","Children's Diet Quality|Health-related Social Problems","Other: The Online Advocate","Diet quality|Physical activity","Boston Children’s Hospital","All","18 Years and older   (Adult, Older Adult)","Not Applicable","350","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening","X10-07-335","June 2011","August 2012","August 2012","June 16, 2011",,"March 5, 2014","Children's Hospital, Boston, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01374815"
518,"NCT02347202","Tools for Distance Delivery of an Evidence-based AD Family Caregiver Intervention",,"Active, not recruiting","No Results Available","Alzheimer's Disease|Dementia","Other: Online counseling via Zoom teleconferencing|Other: Telephone support as needed","Differences in depressive symptoms between groups (One-way analysis of variance, questionnaire)|Differences in reactions to problem behaviors between groups (questionnaire)|Differences in satisfaction with social support between groups (questionnaire)","NYU Langone Health","All","21 Years to 125 Years   (Adult, Older Adult)","Not Applicable","134","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","14-01185","October 2015","March 31, 2020","March 31, 2020","January 27, 2015",,"December 20, 2019","NYU School of Medicine, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02347202"
519,"NCT02121847","Investigation of Maintaining Visual Performance Achieved With Cyclosporine Therapy","IMPACT","Completed","Has Results","Dry Eye Syndromes","Drug: cyclosporine 0.05% ophthalmic emulsion|Drug: carboxymethylcellulose-based lubricant eye drops","Change From Baseline in Total Corneal Staining Score With Fluorescein in the Worse Eye|Change From Baseline in Total Conjunctival Staining Score With Fluorescein in the Worse Eye|Change From Baseline in Total Corneal Staining Score With Lissamine Green in the Worse Eye|Change From Baseline in Total Conjunctival Staining Score With Lissamine Green in the Worse Eye|Change From Baseline in Reading on the Ocular Surface Disease Index (OSDI)|Change From Baseline in Driving at Night on the OSDI|Change From Baseline in Working With a Computer or Bank Machine on the OSDI|Change From Baseline in Watching TV on the OSDI|Change From Baseline in Reading Rate|Change From Baseline in Words Read Incorrectly|Change From Baseline in Font Size|Change From Baseline in OSDI|Change From Baseline in Ocular Discomfort on a 4-point Scale|Change From Baseline in Tear Film Break-up Time in the Worse Eye|Change From Baseline in the Interblink Interval in the Worse Eye|Change From Baseline in Conjunctival Redness in the Worse Eye","Allergan","All","18 Years and older   (Adult, Older Adult)","Phase 4","40","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GMA-RES-014-001","April 3, 2014","September 23, 2014","September 23, 2014","April 24, 2014","April 25, 2016","April 18, 2019","Andover, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT02121847"
520,"NCT02132910","Restorative Exercise for Strength Training and Operational Resilience (RESTORE) for Chronic or Recurrent Low Back Pain","RESTORE","Completed","Has Results","Lower Back Pain","Other: RESTORE Intervention","Pain Scores|Disability","Defense and Veterans Center for Integrative Pain Management","All","18 Years to 68 Years   (Adult, Older Adult)","Not Applicable","68","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","380491","December 2013","August 7, 2015","August 7, 2015","May 7, 2014","November 25, 2019","November 25, 2019","Walter Reed National Military Medical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT02132910"
521,"NCT04403399","Cholinergic Mechanisms of Gait Dysfunction in Parkinson's Disease Exp. 3 - Proj#3 (UdallP3)","UdallP3","Completed","No Results Available","Parkinson's Disease","Drug: Varenicline|Other: Evaluation by Investigator|Other: Placebo","Gait speed|Balance control|Attention","University of Michigan","All","45 Years and older   (Adult, Older Adult)","Phase 2","33","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","HUM00093188-a","June 29, 2017","June 26, 2019","June 26, 2019","May 27, 2020",,"May 29, 2020","University of Michigan, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT04403399"
522,"NCT00095407","The Functional Anatomy of Personality Trait Knowledge: An fMRI Study",,"Completed","No Results Available","Healthy",,,"National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","21 Years to 65 Years   (Adult, Older Adult)",,"190","NIH","Observational",,"050018|05-N-0018","October 29, 2004",,"December 29, 2011","November 4, 2004",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00095407"
523,"NCT02150577","Implementation Trial of Evidence Based Practices for Mood Disorders",,"Completed","No Results Available","Bipolar Disorder|Treatment Resistant Depression","Behavioral: Evidence Based Quality Improvement","Patient Reach","University of Arkansas","All","18 Years to 100 Years   (Adult, Older Adult)","Not Applicable","291","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","MH085104","May 1, 2014","November 1, 2017","November 1, 2017","May 30, 2014",,"December 8, 2017","Mainline Health Systems Inc., Eudora, Arkansas, United States|Boston Mountain Rural Health Center, Huntsville, Arkansas, United States|Lee County Cooperative Clinic, Marianna, Arkansas, United States|ARcare, Melbourne, Arkansas, United States|Jefferson Comprehensive Care System, Pine Bluff, Arkansas, United States|East Arkansas Family Health Center, West Memphis, Arkansas, United States",,"https://ClinicalTrials.gov/show/NCT02150577"
524,"NCT00108680","Effects of Two Different Kinds of Exercise on Stroke Rehabilitation",,"Completed","No Results Available","Cerebrovacular Accident|Paresis",,,"National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)",,"24","NIH","Observational",,"050142|05-N-0142","April 13, 2005",,"January 14, 2011","April 18, 2005",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00108680"
525,"NCT01862796","Predicting Adherence to a Heart-Healthy Diet in Lean and Obese Individuals",,"Completed","Has Results","Obesity|Overweight","Behavioral: Underfeeding diet|Behavioral: Weight maintaining diet","Adherence Score|Change in Weight From Baseline to 6 Weeks","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|National Institutes of Health Clinical Center (CC)","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","100","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","999913096|13-DK-N096","May 31, 2013","May 22, 2018","May 22, 2018","May 24, 2013","August 15, 2019","August 15, 2019","NIDDK, Phoenix, Phoenix, Arizona, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/96/NCT01862796/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT01862796"
526,"NCT02471495","RITE-EUROPE (Radiofrequency-Induced Thermochemotherapy Effect-EUROPE)",,"Withdrawn","No Results Available","Bladder Cancer","Device: Synergo® RITE + MMC","Recurrence-free survival|Complete Response Rate (CRR)|Rate of serious adverse events|Proportion of patients who discontinue treatment for safety reasons.","Medical Enterprises Europe B.V.","All","18 Years and older   (Adult, Older Adult)","Phase 3","0","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","RITE-2","September 2016","January 2019","January 2020","June 15, 2015",,"May 7, 2018",,,"https://ClinicalTrials.gov/show/NCT02471495"
527,"NCT00069355","Propranolol for the Treatment of Acute Stress Disorder",,"Completed","No Results Available","Stress Disorders, Traumatic, Acute","Drug: Propranolol",,"National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)","All","Child, Adult, Older Adult","Phase 2","50","NIH","Interventional","Primary Purpose: Treatment","030296|03-M-0296","September 2003",,"October 2004","September 24, 2003",,"March 4, 2008","National Institute of Mental Health (NIMH), Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00069355"
528,"NCT02137161","Bromfenac to Reduce Inflammation in Patients With Pseudoexfoliation Syndrome After Cataract Surgery","REPEX","Completed","No Results Available","Cataract|Pseudoexfoliation Syndrome","Drug: Dexamethasone+Tobramycin eye drop|Drug: Bromfenac eye drop","Change from baseline in anterior chamber inflammation measured by Laser Flare Photometry (photon counts per millisecond)|Proportion of patients with central macular thickness greater than 300 microns|Proportion of subjects with best corrected visual acuity equal to 20/20|Proportion of patients who had no ocular pain","Arcispedale Santa Maria Nuova-IRCCS","All","60 Years and older   (Adult, Older Adult)","Phase 4","62","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2013-002066-39","November 2013","October 2014","October 2014","May 13, 2014",,"October 29, 2014","Arcispedale Santa Maria Nuova IRCSS - Ophthalmology, Reggio Emilia, RE, Italy",,"https://ClinicalTrials.gov/show/NCT02137161"
529,"NCT04129021","Multimodal Ophthalmic Imaging","IMA-MODE","Recruiting","No Results Available","Retinitis Pigmentosa|Maculopathy, Age Related|Macular Dystrophy|Macular Edema|Retinal Detachment|Retinal Degeneration|Glaucoma|Vascular Inflammation|Hypertension|Stroke|Diabetes|Corneal Dystrophy|Keratoconus|Dry Eye|Trauma","Device: High-resolution retinal imaging through adaptive optics|Device: High-resolution retinal imaging through holographic systems","Visualization of a structure of interest and measuring the short-term and long-term reproducibility of the data collected compared to routine systems","Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1200","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","P19-03|2019-A00942-55","July 15, 2019","June 30, 2023","June 30, 2023","October 16, 2019",,"October 16, 2019","Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts, Paris, France",,"https://ClinicalTrials.gov/show/NCT04129021"
