"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
337,"NCT04200326","Real-life First Dose Effect of Fasenra in Patients With Severe Uncontrolled Asthma","TWINKLE","Completed","No Results Available","Severe Uncontrolled Asthma",,"Sentiment score|Emotion confidence score|Key phrase extraction|Message analysis|PEF|FEV1|FEV1/FVC|ACQ-6 Score|SGRQ Score|daily UMotif measure","AstraZeneca","All","18 Years to 75 Years   (Adult, Older Adult)",,"5","Industry","Observational","Observational Model: Other|Time Perspective: Prospective","D3250R00061","December 20, 2019","April 9, 2020","April 9, 2020","December 16, 2019",,"April 22, 2020","Research Site, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04200326"
338,"NCT03826407","Development of a Point of Care System for Automated Coma Prognosis",,"Recruiting","No Results Available","Coma, Traumatic|Coma",,"Change in multiple electrophysiological measures across specified time points during coma|Correlation between behavioral and electrophysiological measures after coma emergence|Sensitivity and specificity changes in prognostic capabilities of electrophysiological measures|Coma etiology|Age in months","McMaster University|Canadian Institutes of Health Research (CIHR)|Natural Sciences and Engineering Research Council, Canada|Hamilton Health Sciences Corporation|Brain Vision Solutions Inc.|McGill University","All","18 Years and older   (Adult, Older Adult)",,"70","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","ComaML2018|CPG158287|CHRP 523461-18","January 2019","December 31, 2020","March 31, 2021","February 1, 2019",,"February 1, 2019","McMaster University / Hamilton Health Sciences, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03826407"
339,"NCT04086849","Analysis of Patterns of Recurrence in Head and Neck Cancer Using Clinicopathomic Markers",,"Recruiting","No Results Available","Head and Neck Neoplasm|Squamous Cell Carcinoma of Head and Neck","Diagnostic Test: Radiomic, pathomic, and clinical markers","Time to locoregional recurrence|Time to distant metastasis|Time to death","Sunnybrook Health Sciences Centre","All","18 Years and older   (Adult, Older Adult)",,"450","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","087-2019","July 30, 2019","December 30, 2024","June 30, 2025","September 12, 2019",,"September 13, 2019","Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04086849"
340,"NCT03674255","Echocardiography: Value and Accuracy at REst and STress","EVAREST","Enrolling by invitation","No Results Available","Coronary Artery Disease|Ischaemic Heart Disease|Angina Pectoris",,"Assessment of Prognostically Significant CAD|Examination of Medical Records|Quantification of Extracellular Vesicles (obtained from blood samples) by Flow Cytometry|Assessment of Time to Diagnosis|Analysis of Potential Cost Savings Through the Use of Novel Biomarkers By the Reduction in Unnecessary Procedures|Investigation into the use of stress echocardiography as a clinical procedure in the UK.","University of Oxford|Oxford University Hospitals NHS Trust|Royal United Hospital Bath NHS Trust|Tameside Hospital NHS Foundation Trust|Royal Berkshire NHS Foundation Trust|East Lancashire Hospitals NHS Trust|Bradford Teaching Hospitals NHS Foundation Trust|Calderdale and Huddersfield NHS Foundation Trust|Great Western Hospital NHS Foundation Trust|Mid Essex Hospital NHS Trust|Buckinghamshire Healthcare NHS Trust|Wrightington, Wigan and Leigh NHS Foundation Trust|Chelsea and Westminster Hospital NHS Foundation Trust|Milton Keynes University Hospital NHS Foundation Trust|University Hospitals Bristol NHS Foundation Trust|North Middlesex University Hospital|Northumbria Healthcare NHS Foundation Trust|London North West Healthcare NHS Trust|St George's University Hospitals NHS Foundation Trust|Ultromics Ltd|National Institute for Health Research, United Kingdom|King's College Hospital NHS Trust|Guy's and St Thomas' NHS Foundation Trust|Poole Hospital NHS Foundation Trust|Blackpool Teaching Hospitals NHS Foundation Trust|Mid Yorkshire Hospitals NHS Trust|Northampton General Hospital NHS Trust|North West Anglia NHS Foundation Trust|Yeovil District Hospital NHS Foundation Trust|East Suffolk and North Essex NHS Foundation Trust|Nottingham University Hospitals NHS Trust|Hampshire Hospitals NHS Foundation Trust|Lantheus Medical Imaging","All","18 Years and older   (Adult, Older Adult)",,"23000","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","18100","March 2015","March 2020","January 2032","September 17, 2018",,"March 10, 2020",,,"https://ClinicalTrials.gov/show/NCT03674255"
341,"NCT04424121","CCTA, CACS and ECG Stress Testing in Patients With Suspected CAD: Precision Phenotyping and Financial Evaluation","DATASET","Not yet recruiting","No Results Available","Stable Angina|Coronary Artery Disease|Atherosclerosis|Coronary Artery Calcification","Diagnostic Test: CCTA","Major Adverse Cardiac Events (MACE)|Chest-pain rehospitalization|Frequency of angina [Seattle Angina Questionnaire (SAQ)]|Generic health status [Medical Outcomes Study 12-Item Short Form (SF-12)]","Aristotle University Of Thessaloniki|Lefkos Stavros The Athens Clinic|Affidea Kozani Cardiac Imaging Center|National and Kapodistrian University of Athens","All","18 Years and older   (Adult, Older Adult)","Not Applicable","900","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","DATASET PRECISE_01062020_03448","January 1, 2021","June 30, 2023","December 31, 2023","June 9, 2020",,"June 9, 2020","Lefkos Stavros The Athens Clinic, Athens, Greece|National and Kapodistrian University of Athens, School of Medicine, Athens, Greece|Affidea Kozani Cardiac Imaging Center, Kozáni, Greece|Aristotle University of Thessaloniki, School of Medicine, Thessaloníki, Greece",,"https://ClinicalTrials.gov/show/NCT04424121"
342,"NCT04369053","Prevention of Colorectal Cancer Through Multiomics Blood Testing","PREEMPT CRC","Recruiting","No Results Available","Colon Cancer|Rectal Cancer|Colon Neoplasm|Colon Diseases|Colon Lesion|Colon Polyp|Colorectal Cancer|Polyp|Adenoma|Rectal Diseases|Gastrointestinal Tract Cancers","Diagnostic Test: Freenome test","Sensitivity for CRC of the Freenome test|Specificity of the Freenome test","Freenome, Inc.","All","45 Years to 85 Years   (Adult, Older Adult)",,"14000","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","FRNM-004","May 20, 2020","July 30, 2021","July 30, 2021","April 30, 2020",,"July 8, 2020","IACT Health, Columbus, Georgia, United States|Quincy Medical Group, Quincy, Illinois, United States|American Health Network of Indiana, LLC, Muncie, Indiana, United States",,"https://ClinicalTrials.gov/show/NCT04369053"
343,"NCT03525054","Semantic and Syntactic Computerized Analysis of Free Speech","ASESID","Recruiting","No Results Available","Psychotic Disorders|Psychosis|Schizophrenia and Related Disorders|Schizophrenia Prodromal|Diagnosis, Psychiatric",,"Transition to schizophrenia|Identification of patients at ""ultra high risk "" for developing schizophrenia","University Hospital, Brest","All","15 Years to 30 Years   (Child, Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","ASESID (29BRC17.0198)","May 18, 2018","May 18, 2022","May 18, 2022","May 15, 2018",,"July 2, 2018","CHRU de Brest, Brest, France|CH de SAINT ANNE, Paris, France",,"https://ClinicalTrials.gov/show/NCT03525054"
344,"NCT03569176","Examining the Efficacy of a Mobile Therapy for Children With Autism Spectrum Disorder",,"Completed","No Results Available","Autism Spectrum Disorder","Device: Autism Glass","Change in socialization subscale scores of the Vineland Adaptive Behavior Scales, 2nd Edition (VABS-II) from baseline to week 6.|Change in Parent Rated Social Responsiveness Scale 2 (SRS-2) from baseline to week 6|Change in NEPSY-II, Affect Recognition subscale scores from baseline to week 6|Change in Emotion Guessing Game (EGG) scores from baseline to week 6|Change in ASD symptoms as measured by Brief Observation of Social Communication Change (BOSCC) from baseline to week 6|Change in adaptive social and personal skills as measured by Vineland Adaptive Behavior Scales, 2nd edition (VABS-II) Full Scale from baseline to week 6.|Change in child's emotional, behavioral, and social problems from Baseline (week 0) to Week 6 as measured by Child Behavior Checklist (CBCL).","Dennis Paul Wall|Stanford University","All","6 Years to 12 Years   (Child)","Not Applicable","74","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","IRB-34059","November 1, 2016","April 11, 2018","April 15, 2018","June 26, 2018",,"July 17, 2018",,,"https://ClinicalTrials.gov/show/NCT03569176"
345,"NCT03419520","GENYAL Study to Childhood Obesity Prevention",,"Completed","No Results Available","Childhood Onset Obesity","Behavioral: Nutritional counseling","Changes in the percentage of children with a diagnosis of obesity|Changes in energy intake|Changes in body fat mass percentage|Physical activity|Genetic predisposition to develop obesity","IMDEA Food","All","6 Years to 7 Years   (Child)","Not Applicable","221","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","IMD PI0024","February 15, 2017","March 30, 2017","March 30, 2017","February 5, 2018",,"August 13, 2019","IMDEA-Food, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT03419520"
346,"NCT04193085","Wearable Technology to Assess Gait Function in SMA and DMD",,"Recruiting","No Results Available","Spinal Muscular Atrophy Type 3|Duchenne Muscular Dystrophy",,"Validation of Instrumented Insoles: Six Minute Walk Test|Validation of Instrumented Insoles: 10 Meter Walk/Run|Validation of Instrumented Insoles: Time Up and Go Test (TUG)|Validation of Instrumented Insoles: Straight Line Walking|Validation of Instrumented Insoles: Circle Walking|Muscle Strength Testing with Hand-held Dynamometry (HHD)|Free-living Testing of Instrumented Insoles","Columbia University|Muscular Dystrophy Association|Stevens Institute of Technology","All","5 Years and older   (Child, Adult, Older Adult)",,"39","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","AAAS5641","November 25, 2019","December 31, 2020","December 31, 2020","December 10, 2019",,"December 11, 2019","Columbia University Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT04193085"
347,"NCT00435097","Computer Assisted Early Detection of Liver Metastases From fMRI Maps",,"Unknown status","No Results Available","Metastatic Colorectal Cancer",,,"Hadassah Medical Organization","All","20 Years and older   (Adult, Older Adult)",,,"Other","Observational","Observational Model: Defined Population|Primary Purpose: Screening|Time Perspective: Longitudinal|Time Perspective: Prospective","colmri-HMO-CTIL",,,,"February 14, 2007",,"February 14, 2007","Hadassah Medical Organization, Jerusalem, Israel|Hebrew University, Jerusalem, Israel",,"https://ClinicalTrials.gov/show/NCT00435097"
348,"NCT04235127","The Catalonia Suicide Risk Code Epidemiology Study: an Epidemiological Study of Suicide Attempts in Catalonia, Spain","CSRC-Epi","Active, not recruiting","No Results Available","Suicide, Attempted|Suicide|Suicide and Self-harm","Other: sociodemographic variables, somatic conditions, mental disorders, treatment and drug use","Number of catalan residents with suicide attempt (incidence)|Number of Catalan residents committing suicide (incidence)","Hospital del Mar Research Institute (IMIM)|Catalan Agency for Health Information, Assessment and Quality|National Centre for Suicide Research and Prevention, Norway|Harvard Medical School","All","10 Years and older   (Child, Adult, Older Adult)",,"186000","Other","Observational","Observational Model: Case-Control|Time Perspective: Other","CSRC-EPI (2017/7431/I)","June 2014","December 2019",,"January 21, 2020",,"January 28, 2020",,,"https://ClinicalTrials.gov/show/NCT04235127"
349,"NCT03422770","Ultrasonic Markers for Myocardial Fibrosis and Prognosis in Aortic Stenosis",,"Recruiting","No Results Available","Aortic Valve Stenosis|Myocardial Fibrosis","Diagnostic Test: Echocardiography|Diagnostic Test: MRI|Diagnostic Test: Blood test|Diagnostic Test: ECG and Holter-ECG|Diagnostic Test: 6 min walking test","Cardiovascular morbidity and mortality|All cause mortality|Time of first re-hospitalisation|Cardiac systolic function|Cardiac diastolic function","Norwegian University of Science and Technology|St. Olavs Hospital|Oslo University Hospital","All","18 Years to 90 Years   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Diagnostic","2017/1068","January 9, 2018","January 2021","January 2021","February 6, 2018",,"February 20, 2020","Department of Circulation and Medical Imaging, Trondheim, Norway",,"https://ClinicalTrials.gov/show/NCT03422770"
