Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost,FY Total Cost  (Sub Projects)
In Vivo Imaging Core,NEI,9795589,2P30EY008126-32,2,P30,EY,8126,32,,5821,6968105,"TONG, FRANK ",Not Applicable,VANDERBILT UNIVERSITY MEDICAL CENTER,,2019,,59104
Digital Phenotyping for Computational Models of Relapse Prediction in Early Course Psychosis,NIMH,9676982,5K23MH116130-02,5,K23,MH,116130,2,,,15027834,"TOROUS, JOHN ",Not Applicable,BETH ISRAEL DEACONESS MEDICAL CENTER,,2019,190676,
Predicting Heterogeneous Neurodevelopmental Outcomes in School-age Children with Early Caregiving Adversities,NIMH,9731666,5R01MH091864-08,5,R01,MH,91864,8,,,9514113,"TOTTENHAM, NIM  ","MILHAM, MICHAEL PETER",COLUMBIA UNIV NEW YORK MORNINGSIDE,,2019,736672,
Visual & Interactive Issues in the Design of Web Surveys,NICHD,6879624,5R01HD041386-03,5,R01,HD,41386,3,,,1910965,"TOURANGEAU, ROGER E",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2005,206550,
Visual & Interactive Issues in the Design of Web Surveys,NICHD,6743701,5R01HD041386-02,5,R01,HD,41386,2,,,1910965,"TOURANGEAU, ROGER E",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2004,201780,
Visual & Interactive Issues in the Design of Web Surveys,NICHD,6629976,1R01HD041386-01A1,1,R01,HD,41386,1,A1,,1910965,"TOURANGEAU, ROGER E",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2003,205876,
Information-Theoretic Based CAD in Mammography,NCI,7336275,5R01CA101911-04,5,R01,CA,101911,4,,,11166133,"TOURASSI, GEORGIA ",Not Applicable,DUKE UNIVERSITY,,2008,230712,
Information-Theoretic Based CAD in Mammography,NCI,7162911,5R01CA101911-03,5,R01,CA,101911,3,,,11166133,"TOURASSI, GEORGIA ",Not Applicable,DUKE UNIVERSITY,,2007,230712,
ACUTE PULMONARY EMBOLISM--COMPUTER AIDED DIAGNOSIS,NHLBI,2714069,5R29HL052826-07,5,R29,HL,52826,7,,,6663440,"TOURASSI, GEORGIA D",Not Applicable,DUKE UNIVERSITY,,1998,97727,
ACUTE PULMONARY EMBOLISM--COMPUTER AIDED DIAGNOSIS,NHLBI,2638556,7R29HL052826-06,7,R29,HL,52826,6,,,6663440,"TOURASSI, GEORGIA D",Not Applicable,DUKE UNIVERSITY,,1997,73937,
ACUTE PULMONARY EMBOLISM--COMPUTER AIDED DIAGNOSIS,NHLBI,2230459,5R29HL052826-02,5,R29,HL,52826,2,,,6663440,"TOURASSI, GEORGIA D",Not Applicable,DUKE UNIVERSITY,,1995,94280,
ACUTE PULMONARY EMBOLISM--COMPUTER AIDED DIAGNOSIS,NHLBI,2230458,1R29HL052826-01,1,R29,HL,52826,1,,,6663440,"TOURASSI, GEORGIA D",Not Applicable,DUKE UNIVERSITY,,1994,117831,
Model Development for Prediction of Surgical Outcome in Temporal Lobe Epilepsy Patients: Incorporation of the Correlation between Post-Surgical Reorganization Phenotypes and Pre-Surgical Data,NINDS,9803083,1R01NS112816-01,1,R01,NS,112816,1,,,8636926,"TRACY, JOSEPH I.",Not Applicable,THOMAS JEFFERSON UNIVERSITY,,2019,490043,
PROTEIN MARKERS OF RENAL CELL CARCINOMA,NCI,3446813,5R23CA040936-03,5,R23,CA,40936,3,,,6317000,"TRACY, RUSSELL P",Not Applicable,UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,,1986,50044,
PROTEIN MARKERS OF RENAL CELL CARCINOMA,NCI,3446812,5R23CA040936-02,5,R23,CA,40936,2,,,6317000,"TRACY, RUSSELL P",Not Applicable,UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,,1985,55894,
ADAPTIVE ULTRASONIC IMAGING,NCI,2837619,5R01CA043334-13,5,R01,CA,43334,13,,,1863958,"TRAHEY, GREGG E.",Not Applicable,DUKE UNIVERSITY,,1999,235325,
ADAPTIVE ULTRASONIC IMAGING,NCI,2608036,5R01CA043334-12,5,R01,CA,43334,12,,,1863958,"TRAHEY, GREGG E.",Not Applicable,DUKE UNIVERSITY,,1998,239717,
ADAPTIVE ULTRASONIC IMAGING,NCI,2007600,5R01CA043334-11,5,R01,CA,43334,11,,,1863958,"TRAHEY, GREGG E.",Not Applicable,DUKE UNIVERSITY,,1997,225308,
ADAPTIVE ULTRASONIC IMAGING,NCI,2091175,2R01CA043334-09,2,R01,CA,43334,9,,,1863958,"TRAHEY, GREGG E.",Not Applicable,DUKE UNIVERSITY,,1995,206746,
Deep Learning Based Genetic Risk Prediction for Type 1 Diabetes,NIDDK,9836287,1F30DK121461-01A1,1,F30,DK,121461,1,A1,,15574044,"TRAN, PAUL ",Not Applicable,AUGUSTA UNIVERSITY,,2019,40570,
The Environmental and Human Factors that Determine Ixodes scapularis-borne Diseases Incidence,NIAID,9758579,1F31AI133871-01A1,1,F31,AI,133871,1,A1,,14316406,"TRAN, TAM MINH",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2019,45016,
Novel Non-Invasive Coronary Flow Patterning to Predict Early Coronary Microvascular Disease,NIBIB,9769734,5R21EB026518-02,5,R21,EB,26518,2,,,10322966,"TRASK, AARON J",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP,,2019,228000,
Novel Non-Invasive Coronary Flow Patterning to Predict Early Coronary Microvascular Disease,NIBIB,9584176,1R21EB026518-01,1,R21,EB,26518,1,,,10322966,"TRASK, AARON J",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP,,2018,190000,
CLONAL KARYOTYPIC EVOLUTION IN HUMAN SOLID TUMORS,NCI,3168723,5R01CA029476-08,5,R01,CA,29476,8,,,1968804,"TRENT, JEFFREY M.",Not Applicable,UNIVERSITY OF ARIZONA,,1988,107407,
CLONAL KARYOTYPIC EVOLUTION IN HUMAN SOLID TUMORS,NCI,3168722,5R01CA029476-07,5,R01,CA,29476,7,,,1968804,"TRENT, JEFFREY M.",Not Applicable,UNIVERSITY OF ARIZONA,,1987,113872,
CLONAL KARYOTYPIC EVOLUTION IN HUMAN SOLID TUMORS,NCI,3168721,5R01CA029476-06,5,R01,CA,29476,6,,,1968804,"TRENT, JEFFREY M.",Not Applicable,UNIVERSITY OF ARIZONA,,1986,105191,
CLONAL KARYOTYPIC EVOLUTION IN HUMAN SOLID TUMORS,NCI,3168720,5R01CA029476-05,5,R01,CA,29476,5,,,1968804,"TRENT, JEFFREY M.",Not Applicable,UNIVERSITY OF ARIZONA,,1985,86760,
AUTORADIOGRAPHIC IMAGE PROCESSING ALGORITHM DEVELOPMENT,NCRR,4704739,5P41RR001638-03,5,P41,RR,1638,3,,9001,3365876,"TRETIAK, OLEH J",Not Applicable,DREXEL UNIVERSITY,,1985,,
Calcium oscillations and cell motility with corneal injury,NEI,9668324,1R21EY029097-01A1,1,R21,EY,29097,1,A1,,1860984,"TRINKAUS-RANDALL, VICKERY E",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS,,2019,247500,
SCH: Multimodal;Task-Aware Movement Assessment and Control: Clinic to Home,NIA,9976771,1R01AG067394-01,1,R01,AG,67394,1,,,16058518,"TRON, ROBERTO  ","AWAD, LOUIS N",BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2019,299863,
Optimized Retinal Camera,NEI,6583366,2R44EY013038-02,2,R44,EY,13038,2,,,7771199,"TRUITT, PAUL W.",Not Applicable,KESTREL CORPORATION,,2003,431799,
MAX-ENTROPY CONTROL FOR HIGH QUALITY DIGITAL IMAGING,NEI,6292349,1R43EY013038-01A1,1,R43,EY,13038,1,A1,,7771199,"TRUITT, PAUL W.",Not Applicable,KESTREL CORPORATION,,2001,107706,
MICRO-OPTICS-BASED DIGITAL ALLERGEN COUNTER,NHLBI,6211164,1R43HL064459-01A1,1,R43,HL,64459,1,A1,,6441386,"TRUNOV, ALEXANDER ",Not Applicable,"INTELLIGENT OPTICAL SYSTEMS, INC.",,2000,99995,
IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3874812,1Z01CT000082-10,1,Z01,CT,82,10,,,3195611,"TRUS, B L",Not Applicable,,,1990,,
IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3916958,1Z01CT000082-09,1,Z01,CT,82,9,,,3195611,"TRUS, B L",Not Applicable,,,1988,,
IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3939793,1Z01CT000082-08,1,Z01,CT,82,8,,,3195611,"TRUS, B L",Not Applicable,,,1987,,
IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3963614,1Z01CT000082-06,1,Z01,CT,82,6,,,3195611,"TRUS, B L",Not Applicable,,,1986,,
IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,4692518,1Z01CT000082-05,1,Z01,CT,82,5,,,3195611,"TRUS, B L",Not Applicable,,,1985,,
VIRUS STRUCTURE AND BACTERIA FROM IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3874814,1Z01CT000092-09,1,Z01,CT,92,9,,,3195614,"TRUS, B L",Not Applicable,,,1990,,
VIRUS STRUCTURE AND BACTERIA FROM IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3916960,1Z01CT000092-08,1,Z01,CT,92,8,,,3195614,"TRUS, B L",Not Applicable,,,1988,,
VIRUS STRUCTURE AND BACTERIA FROM IMAGE PROCESSING OF ELECTRON MICROGRAPHS,CIT,3939795,1Z01CT000092-07,1,Z01,CT,92,7,,,3195614,"TRUS, B L",Not Applicable,,,1987,,
Neural Network System for Detection of EEG Microsleeps,NINDS,6338195,1R43NS039711-01A2,1,R43,NS,39711,1,A2,,6158463,"TRUTSCHEL, UDO ",Not Applicable,"CIRCADIAN TECHNOLOGIES, INC.",,2001,93457,
A novel human T-cell platform to define biological effects of genome editing,NIAID,10016298,8U01AI157189-03,8,U01,AI,157189,3,,,11315804,"TSAI, SHENGDAR ",Not Applicable,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,,2020,610710,
A novel human T-cell platform to define biological effects of genome editing,NIBIB,9783881,8U01EB029373-02,8,U01,EB,29373,2,,,11315804,"TSAI, SHENGDAR ",Not Applicable,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,,2019,611358,
A novel human T-cell platform to define biological effects of genome editing,NHLBI,9678132,1U01HL145793-01,1,U01,HL,145793,1,,,11315804,"TSAI, SHENGDAR ",Not Applicable,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,,2018,651251,
Maternal circulating miRNA function in Fetal Alcohol Spectrum Disorders,NIAAA,9638420,5F31AA026505-02,5,F31,AA,26505,2,,,14087547,"TSENG, ALEXANDER MIKE",Not Applicable,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,,2019,33461,
Neural Mechanisms of Irritability: A Dimensional Approach with Integration of Multi-Voxel Pattern Analysis and Univariate Analysis,NIMH,9986132,4R00MH110570-02,4,R00,MH,110570,2,,,14223993,"TSENG, WAN-LING ",Not Applicable,YALE UNIVERSITY,,2019,249000,
Methods for Discovery and Analysis of Dynamic Treatment Regimes,NCI,8643485,5P01CA142538-05,5,P01,CA,142538,5,,7540,1865142,"TSIATIS, ANASTASIOS A",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2014,,248489
Methods for Discovery and Analysis of Dynamic Treatment Regimes,NCI,8462933,5P01CA142538-04,5,P01,CA,142538,4,,7540,1865142,"TSIATIS, ANASTASIOS A",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2013,,244876
Methods for Discovery and Analysis of Dynamic Treatment Regimes,NCI,8375174,5P01CA142538-03,5,P01,CA,142538,3,,7540,1865142,"TSIATIS, ANASTASIOS A",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2012,,227064
Methods for Discovery and Analysis of Dynamic Treatment Regimes,NCI,8245193,5P01CA142538-02,5,P01,CA,142538,2,,7540,1865142,"TSIATIS, ANASTASIOS A",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2011,,229085
Methods for Discovery and Analysis of Dynamic Treatment Regimes,NCI,7786683,1P01CA142538-01,1,P01,CA,142538,1,,7540,1865142,"TSIATIS, ANASTASIOS A",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2010,,244240
Applied Bioinformatics Laboratories Shared Resource,NCI,9633406,2P30CA016087-38,2,P30,CA,16087,38,,6211,12470013,"TSIRIGOS, ARISTOTELIS ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2019,,104107
QUALITY OF CARDIAC SURGICAL CARE,AHRQ,2236921,1R03HS008464-01,1,R03,HS,8464,1,,,3637634,"TU, JACK V",Not Applicable,HARVARD UNIVERSITY (MEDICAL SCHOOL),,1994,21002,
N-carbamylglutamate in the treatment of hyperammonemia,NICHD,9036417,4R01HD058567-08,4,R01,HD,58567,8,,,1883555,"TUCHMAN, MENDEL ",Not Applicable,CHILDREN'S RESEARCH INSTITUTE,,2016,645489,
N-carbamylglutamate in the treatment of hyperammonemia,NICHD,8824842,5R01HD058567-07,5,R01,HD,58567,7,,,1883555,"TUCHMAN, MENDEL ",Not Applicable,CHILDREN'S RESEARCH INSTITUTE,,2015,635709,
N-carbamylglutamate in the treatment of hyperammonemia,NICHD,8613497,5R01HD058567-06,5,R01,HD,58567,6,,,1883555,"TUCHMAN, MENDEL ",Not Applicable,CHILDREN'S RESEARCH INSTITUTE,,2014,635208,
N-carbamylglutamate in the treatment of hyperammonemia,NICHD,8440307,5R01HD058567-05,5,R01,HD,58567,5,,,1883555,"TUCHMAN, MENDEL ",Not Applicable,CHILDREN'S RESEARCH INSTITUTE,,2013,685649,
N-carbamylglutamate in the treatment of hyperammonemia,NICHD,8254226,2R01HD058567-04A1,2,R01,HD,58567,4,A1,,1883555,"TUCHMAN, MENDEL ",Not Applicable,CHILDREN'S RESEARCH INSTITUTE,,2012,831186,
REENTRANT NETWORK CLASSIFICATION OF EEG IN DEMENTIA,NIMH,2422223,1R43MH057574-01,1,R43,MH,57574,1,,,1861569,"TUCKER, DON M",Not Applicable,"ELECTRICAL GEODESICS, INC.",,1997,97513,
Evaluating Longitudinal Changes in the Human Structural Connectome in Relation to Cognitive Aging,NIA,9691831,5R01AG054628-03,5,R01,AG,54628,3,,,10236705,"TUCKER-DROB, ELLIOT MAX",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN",,2019,470535,
Pegasys VR: Integrating Virtual Humans in the Treatment of Child Social Anxiety,NIMH,9132841,5R42MH094019-05,5,R42,MH,94019,5,,,10388565,"TUERK, PETER  ","BEIDEL, DEBORAH C","VIRTUALLY BETTER, INC.",,2016,606792,
Pegasys VR: Integrating Virtual Humans in the Treatment of Child Social Anxiety,NIMH,8932736,5R42MH094019-04,5,R42,MH,94019,4,,,10388565,"TUERK, PETER  ","BEIDEL, DEBORAH C","VIRTUALLY BETTER, INC.",,2015,756778,
ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE,NINDS,3078295,5K07NS000913-03,5,K07,NS,913,3,,,1958815,"TUHRIM, STANLEY ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE,,1987,37730,
ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE,NINDS,3078294,5K07NS000913-02,5,K07,NS,913,2,,,1958815,"TUHRIM, STANLEY ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE,,1986,58320,
ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE,NINDS,3078293,1K07NS000913-01,1,K07,NS,913,1,,,1958815,"TUHRIM, STANLEY ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE,,1985,58320,
ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE,NINDS,3084109,5K08NS001257-02,5,K08,NS,1257,2,,,1958815,"TUHRIM, STANLEY ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,,1989,64260,
ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE,NINDS,3084108,1K08NS001257-01,1,K08,NS,1257,1,,,1958815,"TUHRIM, STANLEY ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,,1988,70200,
AUTOMATED DATABASE EXPERT SYSTEM FOR ACUTE STROKE,NINDS,2266666,5R29NS027924-04,5,R29,NS,27924,4,,,1958815,"TUHRIM, STANLEY ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,,1994,111453,
AN AUTOMATED DATABASE-EXPERT SYSTEM FOR ACUTE STROKE,NINDS,3477910,5R29NS027924-03,5,R29,NS,27924,3,,,1958815,"TUHRIM, STANLEY ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,,1993,113559,
AUTOMATED DATABASE-EXPERT SYSTEM FOR ACUTE STROKE,NINDS,3477909,5R29NS027924-02,5,R29,NS,27924,2,,,1958815,"TUHRIM, STANLEY ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,,1992,108522,
AN AUTOMATED DATABASE-EXPERT SYSTEM FOR ACUTE STROKE,NINDS,3477908,1R29NS027924-01A2,1,R29,NS,27924,1,A2,,1958815,"TUHRIM, STANLEY ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF CUNY,,1991,103087,
Identification of patients with diabetes at high risk for treatment failure,NIDDK,8902473,1R41DK105612-01,1,R41,DK,105612,1,,,8428383,"TURCHIN, ALEXANDER ",Not Applicable,LP INFORMATION TECHNOLOGY,,2015,223336,
Perinatal Origins of Asthma,NHLBI,9755494,5F30HL136001-03,5,F30,HL,136001,3,,,11952894,"TURTURICE, BENJAMIN ",Not Applicable,UNIVERSITY OF ILLINOIS AT CHICAGO,,2019,50016,
INTELLIGENT SOFTWARE AGENTS THAT ACCESS PDQ,NCI,3624579,N43CO051008-000,,N43,CA,,,,,3346866,"TUTTLE, MARK S",Not Applicable,"LEXICAL TECHNOLOGY, INC.",,1995,100000,
Spatial Modeling in Glaucoma,NEI,7015012,5K23EY016225-02,5,K23,EY,16225,2,,,7059780,"TWA, MICHAEL D",Not Applicable,OHIO STATE UNIVERSITY,,2006,142642,
Spatial Modeling in Glaucoma,NEI,6863529,1K23EY016225-01,1,K23,EY,16225,1,,,7059780,"TWA, MICHAEL D",Not Applicable,OHIO STATE UNIVERSITY,,2005,143096,
Inferring Molecular Mechanisms of Complex Disease by Integrating Patterns of Epistasis with Functional Genomic Networks,NLM,9712956,5R21LM012615-02,5,R21,LM,12615,2,,,8702113,"TYLER, ANNA L. ","MAHONEY, JOHN MATTHEW",JACKSON LABORATORY,,2019,223200,
Design and Evaluation of a Decision Support Engine for Advanced Treatment of Type 1 Diabetes,NIDDK,9758549,1F31DK121436-01,1,F31,DK,121436,1,,,11244123,"TYLER, NICHOLE SAHAR",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY,,2019,50016,
Systems Biology of Aging: Data-science meets Gero-science,NIA,9912317,1R13AG064968-01A1,1,R13,AG,64968,1,A1,,11985041,"UCAR, DUYGU ",Not Applicable,JACKSON LABORATORY,,2019,38566,
Distributional reinforcement learning in the brain.,NINDS,9978224,1R01NS116753-01,1,R01,NS,116753,1,,,9075797,"UCHIDA, NAOSHIGE  ","DRUGOWITSCH, JAN ",HARVARD UNIVERSITY,,2020,622174,
Statistical Methods For Gene/environment Interaction And Genetic Susceptibility,NIEHS,10012661,1ZIAES045002-24,1,ZIA,ES,45002,24,,,6570585,"UMBACH, DAVID M",Not Applicable,,,2019,35337,
Task-aware and Autonomous Robotic C-arm Servoing for Flouroscopy-guided Interventions,NIBIB,9972122,1R21EB028505-01A1,1,R21,EB,28505,1,A1,,15247188,"UNBERATH, MATHIAS ",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2020,193784,
Encoding Precise Behavioral Features of Anxiety by Cortico-BNST Ensembles,NIMH,9741538,5F30MH115693-02,5,F30,MH,115693,2,,,14173669,"UNG, RANDALL ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2019,36170,
Functional Anatomy of Perceptual and Attentional Systems in the Primate Brain,NIMH,10008840,1ZIAMH002035-39,1,ZIA,MH,2035,39,,,2065089,"UNGERLEIDER, LESLIE G",Not Applicable,NATIONAL INSTITUTE OF MENTAL HEALTH,,2019,1790503,
B-SPLINE SIGNAL PROCESSING TECHNIQUES,NCRR,3896230,1Z01RR010343-01,1,Z01,RR,10343,1,,,3341124,"UNSER, M ",Not Applicable,,,1990,,
National NLP Clinical Challenges (n2c2): Challenges in Natural Language Processing for Clinical Narratives,NLM,9759499,1R13LM013127-01,1,R13,LM,13127,1,,,9009772,"UZUNER, OZLEM ",Not Applicable,GEORGE MASON UNIVERSITY,,2019,20000,
Leveraging Unlabeled and Pseudo Data for Clinical Information Extraction,NLM,9813134,1R15LM013209-01,1,R15,LM,13209,1,,,9009772,"UZUNER, OZLEM ",Not Applicable,GEORGE MASON UNIVERSITY,,2019,414798,
Automated Biodosimetry,OD,8172179,Y1OD0505-1-0-3,,Y01,,,,,,,Unavailable,Not Applicable,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",,2010,698597,
ADVANCED IMAGING,NCI,2844682,5P30CA014599-24S1,5,P30,CA,14599,24,S1,8,,Unavailable,Not Applicable,UNIVERSITY OF CHICAGO,,1997,,105052
FEATURE EXTRACTION & DATA FUSION BY PRECLASSIFICATION USING PATTERN RECOGNITION,NCI,2711493,5P01CA052823-06S1,5,P01,CA,52823,6,S1,5,,Unavailable,Not Applicable,DREXEL UNIVERSITY,,1998,,6119
FEATURE EXTRACTION & DATA FUSION BY PRECLASSIFICATION USING PATTERN RECOGNITION,NCI,2338510,5P01CA052823-06,5,P01,CA,52823,6,,5,,Unavailable,Not Applicable,DREXEL UNIVERSITY,,1996,,0
IMPROVING THE EFFICACY AND EFFICIENCY OF MATCHING DRUG USER'S NEEDS TO SERVICES,NIDA,2340322,5P50DA007699-05S1,5,P50,DA,7699,5,S1,1,,Unavailable,Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,1996,,127994
HUMAN STUDIES--ISCHEMIA AND INFARCTION,NHLBI,4696185,5R01HL032953-02,5,R01,HL,32953,2,,3,,Unavailable,Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM,,1985,,
Optimizing and Learning Strategies for Protein Docking   ,NIGMS,9903730,1R01GM135930-01,1,R01,GM,135930,1,,,15245087,"VAKILI, PIROOZ ",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2019,197104,
Machine learning to distinguish HAND from Alzheimer's disease in HIV over age 60,NIMH,9619411,5R01MH113406-03,5,R01,MH,113406,3,,,6713286,"VALCOUR, VICTOR  ","POHL, KILIAN MARIA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2019,1122349,
Development of Accurate and Interpretable Machine Learning Algorithms for their application in Medicine,NIBIB,9743021,1K08EB026500-01A1,1,K08,EB,26500,1,A1,,10118960,"VALDES, GILMER ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2019,191912,
Statistical methods for the assessment of social engagement in psychosis using digital technologies,NIMH,9786244,5K01MH118477-02,5,K01,MH,118477,2,,,10756587,"VALERI, LINDA ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES,,2019,141124,
LANGUAGE LEARNING AND LANGUAGE INPUT,NICHD,3324918,5R01HD024369-03,5,R01,HD,24369,3,,,1876295,"VALIAN, VIRGINIA VICTORIA",Not Applicable,HUNTER COLLEGE,,1990,116435,
LANGUAGE LEARNING AND LANGUAGE INPUT,NICHD,3324917,5R01HD024369-02,5,R01,HD,24369,2,,,1876295,"VALIAN, VIRGINIA VICTORIA",Not Applicable,HUNTER COLLEGE,,1989,114418,
LANGUAGE LEARNING AND LANGUAGE INPUT,NICHD,3324912,1R01HD024369-01,1,R01,HD,24369,1,,,1876295,"VALIAN, VIRGINIA VICTORIA",Not Applicable,HUNTER COLLEGE,,1988,121316,
INTELLIGENT CONTROL OF UPPER EXTREMITY NEURAL PROSTHESES,NICHD,7085349,5R21HD049662-02,5,R21,HD,49662,2,,,6379802,"VAN DEN BOGERT, ANTONIE J",Not Applicable,CLEVELAND CLINIC LERNER COL/MED-CWRU,,2006,192359,
INTELLIGENT CONTROL OF UPPER EXTREMITY NEURAL PROSTHESES,NICHD,6908435,1R21HD049662-01,1,R21,HD,49662,1,,,6379802,"VAN DEN BOGERT, ANTONIE J",Not Applicable,CLEVELAND CLINIC LERNER COL/MED-CWRU,,2005,164156,
EXPERT SYSTEMS FOR NURSES' PRETERM LABOR RISK ASSESSMENT,NINR,3503794,1R43NR002899-01A1,1,R43,NR,2899,1,A1,,3625390,"VAN DYNE, MICHELE M",Not Applicable,INTELLIDYNE,,1992,49351,
Experimental Design Software for Process Development,NIGMS,6520106,5R44GM060103-03,5,R44,GM,60103,3,,,6069170,"VAN EIKEREN, PAUL ",Not Applicable,"INTELLICHEM, INC.",,2002,427917,
Experimental Design Software for Process Development,NIGMS,6344037,2R44GM060103-02,2,R44,GM,60103,2,,,6069170,"VAN EIKEREN, PAUL ",Not Applicable,"INTELLICHEM, INC.",,2001,488976,
The Digital Phenotype of Bipolar Disorder: Harnessing Technology to Identify Bipolar Mood Symptoms,NIMH,9806296,1K23MH120505-01,1,K23,MH,120505,1,,,10574787,"VAN METER, ANNA ROBINSON",Not Applicable,FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,,2019,195480,
Analytical Resources Core,NIAID,9693142,5P01AI120756-04,5,P01,AI,120756,4,,7611,9854174,"VANDERGRIFT, NATHAN A",Not Applicable,DUKE UNIVERSITY,,2019,,805064
An Integrated CT-based Image-Guided Neurosurgical System,NCI,9764897,2R44CA112966-06,2,R44,CA,112966,6,,,10609504,"VANKAMPEN, WILLIAM CHARLES",Not Applicable,"XORAN TECHNOLOGIES, LLC",,2019,1350820,
Combining Systems Pharmacology Modeling With Machine Learning To Identify Sub-Populations At Risk Of Drug-Induced Torsades de Pointes,NHLBI,9835668,1F31HL149358-01,1,F31,HL,149358,1,,,15119641,"VARSHNEYA, MEERA ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,2019,43416,
Fourth International Conference on Alcohol and Cancer,NIAAA,9771126,1R13AA027725-01,1,R13,AA,27725,1,,,1865415,"VASILIOU, VASILIS ",Not Applicable,YALE UNIVERSITY,,2019,30000,
Application of Data Sciences in Traumatic Brain Injury,NLM,9821189,5R21LM012922-02,5,R21,LM,12922,2,,,7354981,"VAVILALA, MONICA S ","LEE, SU-IN ;NAIR, BALA GOPAKUMARAN",UNIVERSITY OF WASHINGTON,,2019,166620,
COMPUTERIZED DENSITOMETRY OF NEUROCHEMICALS,NINDS,3399715,5R01NS019597-05,5,R01,NS,19597,5,,,1876646,"VEASEY, SIGRID C",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1988,70243,
COMPUTERIZED DENSITOMETRY OF NEUROCHEMICALS,NINDS,3399714,5R01NS019597-04,5,R01,NS,19597,4,,,1876646,"VEASEY, SIGRID C",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1987,73141,
COMPUTERIZED DENSITOMETRY OF NEUROCHEMICALS,NINDS,3399711,2R01NS019597-03A1,2,R01,NS,19597,3,A1,,1876646,"VEASEY, SIGRID C",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1986,65571,
