OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
DARPA-BAA-08-74,Information Tethered Micro Automated Rotary Stages (ITMARS),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Amit Lal, MTO Program Manager.
DARPA/MTO
3701 North Fairfax Drive
Arlington, VA 22203-1714
",,BAA08-74@darpa.mil,,,12/05/2008,12/05/2009,01/26/2009 9:48:26,Synopsis 4
DARPA-BAA-09-16,Nitride Electronic NeXt-Generation Technology (NEXT),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Mark Rosker
mark.rosker@darpa.mil
DARPA/MTO
ATTN: BAA 09-16
3701 North Fairfax Drive
Arlington, VA 22203-1714
",,BAA09-16@darpa.mil,,,11/19/2008,11/19/2009,01/27/2009 16:00:27,Synopsis 3
DARPA-BAA-11-07,MesoDynamic Architectures (Meso),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Jeffrey Rogers
Program Manager",,DARPA-BAA-11-07@darpa.mil,,,10/08/2010,01/18/2011,12/16/2010 15:53:16,Synopsis 3
DARPA-BAA-11-09,Near Junction Thermal Transport (NJTT),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Avram Bar-Cohen
Program Manager",,DARPA-BAA-11-09@darpa.mil,,,11/09/2010,03/08/2011,02/24/2011 16:27:24,Synopsis 3
DHS-14-ST-061-COE-001A,DHS S&T Coastal Resilience Center of Excellence  Center Lead,DHS-OPO,Office of Procurement Operations - Grants Division,20000000,1,"Shareef Prater
Grants Specialist
Phone 202-447-5903",,shareef.prater@hq.dhs.gov,,,04/04/2014,07/03/2014,04/04/2014 16:55:04,Synopsis 1
DHS-14-ST-061-COE-001B,DHS S&T Coastal Resilience Center of Excellence  Center Partner,DHS-OPO,Office of Procurement Operations - Grants Division,500000,3,"Shareef Prater
Grants Specialist
Phone 202-447-5903",,shareef.prater@hq.dhs.gov,,,04/04/2014,07/03/2014,04/04/2014 16:45:04,Synopsis 1
DARPA-BAA-12-64,Microsystems Technology Office-Wide,DOD-DARPA,Defense Advanced Research Projects Agency,,,"William Chappell
Deputy Director DARPA/MTO",,DARPA-BAA-12-64@darpa.mil,,,08/30/2012,09/01/2014,05/02/2014 13:33:02,Synopsis 4
DARPA-RA-13-08,Young Faculty Award (YFA),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,Dr. Alicia Jackson,,DARPA-RA-13-08@darpa.mil,,,12/05/2012,01/22/2013,01/17/2013 13:00:17,Synopsis 4
MIIA2013,The Make it in America Challenge,DOC-EDA-JIAC,Jobs and Innovation Accelerator Challenge,40000000,15,See Appendix D of the Funding Opportunity for agency-specific contact information.,,makeitinamerica@eda.gov,,,03/18/2013,05/31/2013,03/18/2013 12:25:18,Synopsis 1
DARPA-BAA-09-51,Remoted Analog-to-Digital Converter with De-serialization and Reconstruction (RADER),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"DARPA/MTO
ATTN: DARPA-BAA-09-51
3701 North Fairfax Drive
Arlington, VA 22203-1714",,DARPA-BAA-09-51@darpa.mil,,,05/28/2009,01/11/2010,01/11/2010 11:10:11,Synopsis 5
APS-668-16-000001,USAID’s Biodiversity Annual Program Statement (APS),USAID-SSD,South Sudan (USAID)-Juba,23000000,2,"SUSAN LAKO
A and A Specialist
Phone 202 216 6279",,skgeorge@usaid.gov,,,03/23/2016,11/23/2016,11/23/2016 14:56:23,Synopsis 7
RFA-294-17-000002,Education for the Future,USAID-WES,"West Bank, Gaza USAID-West Bank",,1,"Shirine Agbarieh
Assistance Specialist
Phone 972-3-511-4871",,sagbarieh@usaid.gov,,,04/07/2017,05/12/2017,04/07/2017 11:05:07,Synopsis 4
HR001117S0050,Active Social Engineering Defense (ASED),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,DARPA/I2O,,ASED@darpa.mil,,,09/08/2017,11/28/2017,10/10/2017 11:55:10,Synopsis 2
DARPA-BAA-11-08,Reliable Peripheral Interfaces (RPI),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Jack W. Judy
Program Manager",,DARPA-BAA-11-08@darpa.mil,,,10/25/2010,12/17/2010,11/10/2010 15:28:10,Synopsis 4
USAID-CAMBODIA-442-11-002-RFA,Counter Trafficking in Persons Program,USAID-THA,Thailand USAID-Bangkok,5400000,1,"Praveena ViraSingh
Procurement Specialist
Phone 6622573000",,pvirasingh@usaid.gov,,,06/07/2011,07/22/2011,06/29/2011 3:30:29,Synopsis 5
USAID-WA-PEDERS-SYNOPSIS,Peace through Development and Expanded Regional Stability (PEDERS),USAID-GHA,Ghana USAID-Accra,,,"Naveen Srivastava
Senior A&A Specialist
Phone 2330302741147",,nsrivastava@usaid.gov,,,03/03/2011,08/15/2011,07/27/2011 8:27:27,Synopsis 5
SOL-668-12-000003,Health Systems Strengthening Project (HSSP),USAID-SUD,Sudan USAID-Khartoum,25000000,1,"Mandy Parham
Agreement Officer
Phone 2022166279",,mparham@usaid.gov,,,04/04/2012,05/15/2012,04/04/2012 8:49:04,Synopsis 1
RFA-391-14-000004,FATA Economic Stabilization Program (ESP),USAID-PAK,Pakistan USAID-Islamabad,,,"Saadi Akhtar
Acquisition-Assistance Specialist
Phone 92512081288",,sakhtar@usaid.gov,,,12/24/2013,02/14/2014,02/13/2014 6:06:13,Synopsis 3
SOL-669-13-000056,Advancing Community-Based Services for Health Activity,USAID,Agency for International Development,24800000,1,"Ruth Caesar-Hne
Acquisition and Asst. Specialist
Phone 0776-734-685",,rcaesar-hne@usaid.gov,,,05/22/2014,07/09/2014,06/30/2014 14:46:30,Synopsis 3
USAID-VIETNAM-RFA-486-12-007,Program of Comprehensive and Integrated Support to People with Disabilities,USAID-THA,Thailand USAID-Bangkok,,,"Aiyong (Paul) Seong
Contract Specialist
Phone 02-257-3065",,aseong@usaid.gov,,,12/30/2011,02/29/2012,02/14/2012 5:58:14,Synopsis 2
FFP-FY-14-RFA,"FY 2014 Request for Applications for Title II Development Food Assistance Programs for Burundi, Madagascar and Malawi",USAID,Agency for International Development,,,"Juli Majernik 
Grants Manager 
",,jmajernik@usaid.gov,,,01/03/2014,04/03/2014,02/28/2014 16:11:28,Synopsis 3
RFA-DP-14-0010101SUPP14,Health Promotion and Disease Prevention Research Centers: Special Interest Project Competitive Supplements (SIPs),HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,70464000,66,"CDC Procurement and Grants Office
(PGO) Technical Information Management Section (TIMS)
Phone:  770-488-2700
E-mail: pgotim@cdc.gov
",,pgotim@cdc.gov,,,02/25/2014,04/24/2014,04/21/2014 11:48:21,Synopsis 5
RFA-DP-14-011,Health Promotion and Disease Prevention Research Centers: Special Interest Project Competitive Supplements (SIPs),HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,71684000,167,"CDC Procurement and Grants Office
(PGO) Technical Information Management Section (TIMS)
Phone:  770-488-2700
E-mail: pgotim@cdc.gov	
",,pgotim@cdc.gov,,,04/21/2014,08/01/2014,07/01/2014 13:13:01,Synopsis 5
DARPA-BAA-12-16,Diverse Accessible Heterogeneous Integration (DAHI) Foundry Technology,DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Sanjay Raman
Program Manager",,DARPA-BAA-12-16@darpa.mil,,,03/29/2012,07/23/2012,06/14/2012 16:00:14,Synopsis 3
DARPA-BAA-14-16,Supply Chain Hardware Integrity for Electronics,DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Mr. Kerry Bernstein
DARPA Program Manager",,DARPA-BAA-14-16@darpa.mil,,,03/03/2014,09/30/2014,06/12/2014 15:59:12,Synopsis 4
DARPA-BAA-16-14,"Rapid Attack Detection, Isolation and Characterization Systems (RADICS)",DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"John Everett
Program Manager
DARPA/I2O",,RADICS@darpa.mil,,,12/11/2015,02/11/2016,01/27/2016 14:51:27,Synopsis 3
DARPA-BAA-16-56,Reconfigurable Imaging (ReImagine),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Jay Lewis
MTO Program Manager",,DARPA-BAA-16-56@darpa.mil,,,09/19/2016,11/16/2016,11/14/2016 14:52:14,Synopsis 3
DARPA-BAA-16-62,Common Heterogeneous Integration and IP Reuse Strategies (CHIPS),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Daniel Green
MTO Program Manager",,DARPA-BAA-16-62@darpa.mil,,,09/29/2016,01/13/2017,12/21/2016 10:40:21,Synopsis 4
72062418APS00003,Countering Violent Extremism (CVE) Research and Piloting,USAID-WAF,West Africa USAID-Ghana,3500000,4,"ZITA KUSI
ACQUISITION AND ASSISTANCE SPEICIALIST
PHONE: 233 302 741638",,ZKUSI@USAID.GOV,,,12/08/2017,12/07/2018,01/29/2018 12:00:29,Synopsis 2
HR001119S0004,Photonics in the Package for Extreme Scalability (PIPES),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"BAA Coordinator
HR001119S0004@darpa.mil",,HR001119S0004@darpa.mil,,,10/31/2018,03/01/2019,12/21/2018 14:00:21,Synopsis 3
HR001120S0026,Open Programmable Secure 5G (OPS-5G),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"BAA Coordinator
Ops-5G@darpa.mil",,Ops-5G@darpa.mil,,,01/30/2020,03/20/2020,03/18/2020 17:27:18,Synopsis 4
DARPA-BAA-11-43,Primary and Secondary Calibration on Active Layer (PASCAL),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Andre Shkel
DARPA Program Manager",,DARPA-BAA-11-43@darpa.mil,,,05/10/2011,06/28/2011,05/10/2011 16:27:10,Synopsis 1
RFA-517-08-011,Environmental Protection Program,USAID-DOM,Dominican Republic USAID-Santo Domingo,10000000,1,"Claudia Molina
Acquisition Specialist
Phone 809-731-7049",,cmolina@usaid.gov,,,07/21/2008,08/22/2008,08/13/2008 14:02:13,Synopsis 2
DARPA-BAA-10-33,Integrity and Reliability of Integrated CircuitS (IRIS),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,BAA Coordinator,,DARPA-BAA-10-33@darpa.mil,,,09/15/2010,12/17/2010,11/16/2010 16:28:16,Synopsis 4
DARPA-BAA-11-64,Social Media in Strategic Communication (SMISC),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,Dr. Rand Waltzman,,DARPA-BAA-11-64@darpa.mil,,,07/14/2011,10/11/2011,08/19/2011 11:43:19,Synopsis 3
DHS-2011-GPD-044-000-99,Fiscal Year (FY) 2011 Assistance to Firefighters Grants (AFG),DHS-DHS,Department of Homeland Security - FEMA,380747000,5000,"Fire Grants Help Desk
1-866-274-0960",,FireGrants@fema.dhs.gov,,,08/08/2011,09/09/2011,08/08/2011 17:38:08,Synopsis 1
DHS-11-GPD-042-002-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 2,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 10:51:19,Synopsis 1
DHS-11-GPD-042-003-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 3,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 10:57:19,Synopsis 1
DHS-11-GPD-042-004-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 4,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:03:19,Synopsis 1
DHS-11-GPD-042-005-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 5,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:09:19,Synopsis 1
DHS-11-GPD-042-007-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 7,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:19:19,Synopsis 1
DHS-11-GPD-042-008-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 8,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:24:19,Synopsis 1
DHS-11-GPD-042-009-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 9,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:29:19,Synopsis 1
DHS-11-GPD-042-010-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 10,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:34:19,Synopsis 1
DHS-11-GPD-042-001-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 1,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 10:35:19,Synopsis 1
DHS-11-GPD-042-006-01,Fiscal Year (FY) 2011 Emergency Management Performance Grants (EMPG) Program Region 6,DHS-DHS,Department of Homeland Security - FEMA,329140400,58,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,05/19/2011,06/20/2011,05/19/2011 11:14:19,Synopsis 1
DARPA-BAA-11-13,Innovative Systems for Military Missions - Tactical Technology Office,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,DARPA-BAA-11-13@darpa.mil,,DARPA-BAA-11-13@darpa.mil,,,03/01/2011,02/17/2012,03/02/2011 14:50:02,Synopsis 2
DHS-2011-GPD-044-000-98,"Assistance to Firefighters Grant Program, Fire Prevention and Safety Grants",DHS-DHS,Department of Homeland Security - FEMA,35000000,200,"Fire Grant Help Desk
1-866-274-0960",,firegrants@dhs.gov,,,04/04/2012,04/27/2012,04/04/2012 10:35:04,Synopsis 1
SGA-DFA-PY-11-11,Notice of Availability of Funds and Solicitation for Grant Applications for Cooperative Agreements Under the Disability Employment Initiative,DOL-ETA,Employment and Training Administration,20000000,8,"Eileen Banks
Grants Management Specialist
Phone 202-693-3403",,banks.eileen@dol.gov,,,04/16/2012,06/15/2012,05/15/2012 10:56:15,Synopsis 2
ONRBAA12-008,Electronic Warfare Technology,DOD-ONR,Office of Naval Research,4500000,,"Lynn Christian
Contract Specialist
Phone 703-696-1575",,lynn.christian@navy.mil,,,01/27/2012,06/08/2012,01/27/2012 9:59:27,Synopsis 1
DHS-12-GPD-083-000-99,Staffing for Adequate Fire and Emergency Response,DHS-DHS,Department of Homeland Security - FEMA,32062500,400,"Fire Grants Help Desk:
1-866-274-0960",,firegrants@fema.dhs.gov,,,07/16/2012,08/10/2012,06/29/2012 17:00:29,Synopsis 1
EPA-G2014-P3-Q1,"11th Annual P3 Awards: A National Student Design Competition for Sustainability Focusing on People, Prosperity and the Planet (Energy)",EPA,Environmental Protection Agency,1050000,46,"Todd Peterson
phone: 703-308-7224 ",,peterson.todd@epa.gov,,,11/04/2013,12/17/2013,11/04/2013 13:08:04,Synopsis 2
CDC-RFA-GH13-1368,"Technical Assistance Services to Countries Supported by the President?s Emergency Plan for HIV/AIDS Relief (PEPFAR) and the Global Fund to Fight HIV/AIDS, Tuberculosis and Malaria",HHS-CDC,Centers for Disease Control and Prevention,100000000,5,"CDC
Procurement and Grants Office (PGO)
Technical Information Management Section (TIMS)
Phone 770-488-2703",,pgotim@cdc.gov,,,01/24/2013,03/18/2013,01/24/2013 18:06:24,Synopsis 1
CDC-RFA-GH13-1317,Improving Implementation of Programs for Care,HHS-CDC,Centers for Disease Control and Prevention,8000000,3,"CDC 
Procurement and Grants Office
Technical Information Management
Telephone (770)488-2700
",,pgotim@cdc.gov,,,01/28/2013,04/15/2013,03/11/2013 10:27:11,Synopsis 3
DARPA-BAA-13-24,Shared Spectrum Access for Radar and Communications (SSPARC),DOD-DARPA-STO,DARPA - Strategic Technology Office,,,DARPA BAA-13-24,,DARPA-BAA-13-24@darpa.mil,,,02/21/2013,08/20/2013,02/21/2013 16:50:21,Synopsis 1
EPA-G2014-P3-Q2,"11th Annual P3 Awards: A National Student Design Competition for Sustainability Focusing on People, Prosperity and the Planet (Built Environment)",EPA,Environmental Protection Agency,1050000,46,"Todd Peterson
phone: 703-308-7224",,peterson.todd@epa.gov,,,11/04/2013,12/17/2013,11/04/2013 13:11:04,Synopsis 2
EPA-G2014-P3-Q3,"11th Annual P3 Awards: A National Student Design Competition for Sustainability Focusing on People, Prosperity and the Planet (Materials and Chemicals)",EPA,Environmental Protection Agency,1050000,46,"Todd Peterson
phone: 703-308-7224",,peterson.todd@epa.gov,,,11/04/2013,12/17/2013,11/04/2013 13:21:04,Synopsis 2
CDC-RFA-DP13-1307,State Oral Disease Prevention Program,HHS-CDC,Centers for Disease Control and Prevention,29827500,20,"CDC
Procurement and Grants Office
TIMS
Phone 770-488-2700 ",,PGOTIM@cdc.gov,,,04/11/2013,05/29/2013,04/11/2013 18:45:11,Synopsis 1
EPA-G2014-P3-Q4,"11th Annual P3 Awards: A National Student Design Competition for Sustainability Focusing on People, Prosperity and the Planet (Water)",EPA,Environmental Protection Agency,1050000,46,"Todd Peterson
phone: 703-308-7224",,peterson.todd@epa.gov,,,11/04/2013,12/17/2013,11/04/2013 13:25:04,Synopsis 2
RFA-167-14-000007,Support to Parliamentary Research and Civic-Political Participation,USAID-KOS,Kosovo USAID-Pristina,250000,1,"Urime Abdyli 
Acquisition Assistance Specialist
Phone 202-216-6241",,pristinausaidrco@usaid.gov,,,02/13/2014,02/27/2014,02/24/2014 11:13:24,Synopsis 5
JIAC2012RURAL,Rural Jobs and Innovation Accelerator Challenge,DOC-EDA-JIAC,Jobs and Innovation Accelerator Challenge,15000000,20,Rebecca Moudry,,ruraljobsaccelerator@wdc.usda.gov,,,03/08/2012,05/09/2012,03/12/2012 15:50:12,Synopsis 3
CDC-RFA-GH13-1308,"Capacity Strengthening to Support Provision of High Quality and Evidence-based HIV Prevention, Care and Treatment Services to Staff and Family Members of the Kenya Prisons Services Staff, Family Members, and Prisoners in Kenya and Program Transition to Go",HHS-CDC,Centers for Disease Control and Prevention,20000000,1,"CDC 
Procurement and Grants Office
Technical Information Management
Telephone (770)488-2700
",,pgotim@cdc.gov,,,01/25/2013,04/16/2013,03/18/2013 12:27:18,Synopsis 3
CDC-RFA-GH13-1311,Strengthening Local Ownership for the Sustainable Provision of Comprehensive HIV/AIDS Services by the Health Bureaus of Amhara and Tigray Regional States of the Federal Democratic Republic of Ethiopia under the President?s Emergency Plan for AIDS Relief,HHS-CDC,Centers for Disease Control and Prevention,16500000,2,"CDC 
Procurement and Grants Office
Technical Information Management
Telephone (770)488-2700
",,pgotim@cdc.gov@cdc.gov,,,01/29/2013,04/09/2013,02/14/2013 15:15:14,Synopsis 3
CDC-RFA-GH13-1350,Technical assistance to accelerate the elimination of mother to child transmission (EMTCT) of HIV and improve HIV-free child survival in the Republic of Zambia under the President's Emergency Plan for AIDS Relief,HHS-CDC,Centers for Disease Control and Prevention,50000000,2,"CDC 
Procurement and Grants Office
Technical Information Management
Telephone (770)488-2700
",,pgotim@cdc.gov,,,01/28/2013,04/12/2013,04/09/2013 11:36:09,Synopsis 3
DHS-12-GPD-044-000-98,"Assistance to Firefighters Grant Program, Fire Prevention and Safety (FP",DHS-DHS,Department of Homeland Security - FEMA,35000000,500,"AFG Program Help Desk
1-866-274-0960
firegrants@dhs.gov",,firegrants@dhs.gov,,,12/17/2012,01/18/2013,12/11/2012 14:43:11,Synopsis 1
CDC-RFA-GH13-1307,"Capacity Strengthening to Support Provision of High Quality and Evidence-based HIV Prevention, Care and Treatment Services to Staff and Family Members of the Kenya Disciplined Services Community (Kenya Police, Administration Police, Kenya Wildlife Service",HHS-CDC,Centers for Disease Control and Prevention,20000000,1,"CDC 
Procurement and Grants Office
Technical Information Management
Telephone (770)488-2700
",,pgotim@cdc.gov,,,01/22/2013,04/04/2013,01/23/2013 14:50:23,Synopsis 2
CDC-RFA-GH13-1323,"Strengthening Human Resources for Health through Public Health Training Improvements at the Muhimbili University of Health and Allied Sciences (MUHAS), School of Public Health and Social Sciences (SPHSS) in the United Republic of Tanzania under PEPFAR",HHS-CDC,Centers for Disease Control and Prevention,7500000,1,"CDC 
Procurement and Grants Office 
Technical Information Management Section (TIMS)
Phone 770-488-2700",,pgotim@cdc.gov,,,02/28/2013,04/16/2013,04/16/2013 15:30:16,Synopsis 4
DARPA-BAA-11-33,Microscale Power Conversion (MPC),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"John Albrecht
DARPA/MTO
Program Manage",,DARPA-BAA-11-33@darpa.mil,,,03/10/2011,06/10/2011,03/10/2011 9:46:10,Synopsis 1
